Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
GISVIN,6.73738,6.21,6.73738,890.629,0.90486,1850.69,2045.28,0.0,0.0,462.824,0.51966,0.574299,0.0,0.0,0.0
NIWLIQ,1.93787,1.19067,1.91843,980.838,1.81637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUVGOE,4.45506,2.97678,4.45506,1242.63,1.68432,782.621,464.65,0.0,0.0,235.976,0.1899,0.112746,0.0,0.0,0.0
NOQNOY,4.85769,2.26863,4.70799,3513.64,1.51918,0.0,0.0,904.625,595.467,0.0,0.0,0.0,688.182,0.19586,0.128924
REZWIE,1.87117,1.12531,1.73839,508.317,1.62753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQAEA01,1.97765,1.06349,1.96743,1823.39,1.69172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKOLOJ,1.70784,0.83888,1.25197,599.46,1.87412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUCNOO03,2.09642,1.17158,2.09642,485.913,1.77845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUCNOO01,2.0911,1.31833,2.0911,485.963,1.77827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEYCIA,1.47199,0.81569,1.40803,1061.25,1.78009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISEQIH,3.10928,2.44096,3.07692,947.062,1.87421,0.0,0.0,99.9615,53.3354,0.0,0.0,0.0,47.8456,0.05052,0.0269554
JAFWUI02,2.79123,1.59435,2.79123,1286.63,1.46732,0.0,0.0,12.5259,8.53664,0.0,0.0,0.0,31.8056,0.02472,0.0168471
NEBTIA,2.0968,1.29307,1.8843,1339.22,1.51931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMARAV,2.3779,0.9693,2.24609,696.851,1.81273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUTGES,3.96941,2.04138,3.95711,1951.61,1.33517,0.0,0.0,591.967,443.364,0.0,0.0,0.0,301.836,0.15466,0.115835
QOSXON,2.30304,1.60578,2.29761,577.551,1.49627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICONIY,5.05322,4.52963,5.05322,1182.95,1.20843,1698.28,1405.36,0.0,0.0,413.253,0.34934,0.289087,0.0,0.0,0.0
PIJHAS,2.00948,0.88864,2.00948,950.466,1.90912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTOWIG,2.38448,1.34083,2.32131,1837.29,1.47652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUCNOO,2.05628,1.20661,2.04129,480.775,1.79745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOQCED,1.93864,0.99053,1.77414,1515.18,1.77234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAFWUI,2.74273,1.60842,2.74273,1292.34,1.46084,0.0,0.0,5.41215,3.70482,0.0,0.0,0.0,10.4163,0.00806,0.00551738
IZACEU,2.19129,1.70356,2.1571,1853.98,1.44539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VATTAM,1.61467,1.02659,1.51914,1881.26,2.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUHWEA,2.68158,1.75358,2.65713,1204.07,1.52372,0.0,0.0,0.420888,0.276224,0.0,0.0,0.0,0.0,0.0,0.0
WUFSAT,3.89191,3.15385,3.89191,1830.67,1.22752,1340.02,1091.64,0.0,0.0,543.123,0.29668,0.24169,0.0,0.0,0.0
ZOMREA,1.81824,0.96339,1.50567,2374.47,2.71226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUCBON,2.77027,1.39952,2.21852,2729.46,1.48096,0.0,0.0,6.02882,4.07088,0.0,0.0,0.0,0.0,0.0,0.0
UTUSUY,2.96862,1.58856,2.96862,2847.76,1.77914,0.0,0.0,40.6386,22.8417,0.0,0.0,0.0,48.9814,0.0172,0.0096676
RUKVIF,4.31768,3.43474,4.28788,1922.53,1.42987,610.587,427.024,0.0,0.0,256.773,0.13356,0.0934072,0.0,0.0,0.0
YIRFEN,2.66351,1.75739,2.66351,1753.08,1.63062,0.0,0.0,0.208167,0.127662,0.0,0.0,0.0,0.0,0.0,0.0
XEQMOV02,2.35596,1.02027,1.99631,1652.17,1.47296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEQMOV,2.34557,1.01373,1.98802,1643.23,1.48097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECSOJ,5.14487,4.42437,4.83942,479.399,0.901306,2542.99,2821.45,0.0,0.0,234.11,0.48834,0.541814,0.0,0.0,0.0
VECCUC,1.67129,0.74295,1.52573,532.925,2.92304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIRSUG,1.90777,0.7753,1.90284,1039.21,3.28152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOJTUC,3.81706,1.57941,3.79985,2968.79,2.11025,0.0,0.0,422.433,200.182,0.0,0.0,0.0,352.692,0.1188,0.0562967
SOHYIZ,1.62371,0.63899,1.62371,892.536,2.41077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEGPOU,1.97786,0.81383,1.97786,1632.8,2.48903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOHYEV,1.50333,0.86499,1.50333,347.091,2.70775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCORIK01,1.87145,1.37484,1.87145,927.169,2.32125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JILVUW,2.4713,1.14427,2.46442,4978.29,1.57193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOXDID,1.92877,1.00899,1.92877,696.804,2.74461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMSIX,2.73015,1.31474,2.73015,1828.81,1.38874,0.0,0.0,1.79592,1.2932,0.0,0.0,0.0,0.0,0.0,0.0
UHOSUG,1.5752,0.7006,1.56613,1048.92,3.33603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCUMUU01,2.43678,0.9487,2.43678,907.139,1.82369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAHZIQ,2.02077,0.73351,2.01783,716.829,2.61286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOTYIZ,2.01788,1.0159,1.99382,1028.9,1.81507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUZHEU,2.18403,0.90471,2.18403,468.116,2.25953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIDCET,2.47389,1.09878,2.47239,1523.76,1.88418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WERHOR,1.56592,1.20231,1.56592,511.228,2.81896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUXBUX,4.31898,1.81533,4.31898,1240.65,1.56924,0.0,0.0,560.037,356.884,0.0,0.0,0.0,159.151,0.12828,0.0817465
JAMTIB,2.54716,1.13916,2.54716,7118.59,2.20944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIRTAN,1.71264,0.90411,1.69368,910.806,2.32261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOTYUL,2.43343,1.10566,2.43228,925.933,1.88753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUZSIJ,2.27784,1.35015,1.91208,871.506,1.94213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAPREQ,3.03857,1.27747,3.03857,3579.39,1.70073,0.0,0.0,31.0284,18.2442,0.0,0.0,0.0,41.6641,0.01164,0.00684413
POQGIO,2.06188,1.03668,1.65109,491.963,2.21457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCORIK,1.88373,1.37641,1.88373,927.169,2.32125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYHAZ,2.2527,1.1531,2.0017,627.881,2.11611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUXBIL,2.69651,1.39161,2.52149,1039.2,1.68519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINLIG,1.66294,1.21468,1.55527,682.199,2.03078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QURJES,1.74522,1.02431,1.67236,857.476,1.96833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINYAS,2.19526,1.17922,2.19526,2054.77,1.62386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUZHAQ,2.18277,0.88411,2.0396,467.636,2.26185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPUHUW,1.95297,1.06679,1.9182,1479.63,1.82334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAFPOX,3.0067,1.4282,3.0067,2014.82,1.73299,0.0,0.0,22.8887,13.2076,0.0,0.0,0.0,32.9221,0.01634,0.00942878
GARZIL,1.73566,0.82903,1.29017,1277.69,5.63804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGUDUB,3.5075,1.20763,3.19229,10887.6,1.20936,0.0,0.0,143.559,118.707,0.0,0.0,0.0,348.838,0.03204,0.0264934
EVAJUG,2.90919,1.67431,2.89837,2494.72,1.85952,0.0,0.0,25.4933,13.7096,0.0,0.0,0.0,38.2191,0.01532,0.00823869
CEFHOM,2.49189,0.4525,1.6983,1361.34,2.04863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURMEJ,1.69425,1.03064,1.51931,934.043,1.68714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APIQAS,2.37681,1.45559,2.34284,2140.84,1.57501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUFGOB,4.73536,3.91356,4.73536,4086.88,1.78265,384.662,215.781,0.0,0.0,330.302,0.08082,0.045337,0.0,0.0,0.0
COQTAE,2.4198,1.30958,2.4198,1152.14,1.42617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFDEX,2.32016,1.56088,2.29209,581.243,2.49975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECACUK,3.93598,1.79368,3.87321,4455.05,1.26773,0.0,0.0,411.799,324.832,0.0,0.0,0.0,537.011,0.12054,0.0950835
DAYGOB,1.98002,1.29617,1.98002,573.743,2.6869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATITAY,2.27582,1.33262,2.26915,1991.92,1.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEFHOM01,2.41114,0.40602,2.41114,1357.18,2.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVANOD,2.80306,1.1554,2.73624,1251.57,1.50088,0.0,0.0,2.87992,1.91883,0.0,0.0,0.0,0.0,0.0,0.0
FAFMAD,1.92717,1.29264,1.73239,521.145,1.69667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATIVIL,1.91974,0.61434,1.91763,3198.25,1.65091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAWMOC,1.91294,0.76082,1.85445,770.495,1.74261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWADAH,1.91605,1.44991,1.75473,1175.33,1.76464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOHVOM,1.55329,1.03961,1.48149,6848.19,2.39933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APUZIV,2.66202,0.75909,2.49718,2657.65,1.82854,0.0,0.0,0.194736,0.106498,0.0,0.0,0.0,0.0,0.0,0.0
DIFTOD,1.74841,1.26375,1.74841,864.826,2.03275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDAKIE,1.99186,1.20373,1.64121,718.215,1.75892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFMAD01,2.00038,1.23711,1.84728,521.145,1.69667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIBXEV,3.06871,1.47852,3.06756,779.931,1.69069,0.0,0.0,118.112,69.8603,0.0,0.0,0.0,40.884,0.05242,0.0310051
CUPQUA,1.71789,0.8607,1.61645,1049.46,1.50494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAPWOL,1.57126,0.52612,1.57126,446.287,1.70475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTCUQ,1.53541,0.9445,1.40136,1054.69,1.81572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APUZOB,3.82329,2.59834,3.65869,1494.59,1.55463,0.0,0.0,482.813,310.565,0.0,0.0,0.0,217.852,0.14576,0.0937589
DEFGEB,2.20962,1.21077,2.20526,1103.31,1.40415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOKPAV,2.49364,1.26525,2.48617,2333.17,1.52728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASVIB,5.37985,1.6898,5.37243,5213.49,1.12514,0.0,0.0,824.332,732.651,0.0,0.0,0.0,984.307,0.1888,0.167802
KEHWAY03,2.12116,0.82057,2.11057,1367.16,1.76004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDEDAY,1.91822,0.70732,1.88025,1217.01,1.98899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQUE,3.46345,2.13508,3.2943,3837.64,1.54319,0.0,0.0,191.609,124.164,0.0,0.0,0.0,251.519,0.06554,0.0424704
HILTEB,2.39221,1.39621,2.39221,973.879,1.20551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUZNOH,1.8495,0.99616,1.8495,526.121,1.81999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTXIG,2.40205,1.56472,2.0752,2392.56,1.84092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOTHOM,1.79098,1.12695,1.7796,1572.83,1.78831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITADAL,1.7488,1.06471,1.71507,406.486,1.60338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKOMEA,2.07922,0.84965,2.04628,1256.95,1.78241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIFXEA,2.28091,0.99148,2.26793,883.446,1.49771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZHEZ,2.3766,1.42925,2.36819,2020.94,1.70115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOKNOO,5.80037,5.43387,5.80037,2897.34,1.51679,1165.17,768.183,0.0,0.0,740.328,0.25552,0.168461,0.0,0.0,0.0
GAZKOJ,2.87032,1.05687,2.86159,3591.98,1.49729,0.0,0.0,8.44365,5.63927,0.0,0.0,0.0,0.0,0.0,0.0
GAHQOY,3.32919,2.03268,3.32228,3803.02,1.55387,0.0,0.0,158.588,102.06,0.0,0.0,0.0,223.161,0.05868,0.0377637
GAHQEO,3.47058,2.1017,3.25684,3837.83,1.51882,0.0,0.0,170.406,112.197,0.0,0.0,0.0,235.797,0.06144,0.0404525
KEHWAY,1.98881,0.79404,1.78224,1347.08,1.78629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEFVIA,1.80503,0.7346,1.71196,1507.17,1.86968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEHWEC,1.92294,0.78411,1.81308,1342.07,1.79296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HODCAH,1.98844,0.97946,1.81841,2299.31,1.65726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEHWAY02,2.06242,0.80724,1.97345,1358.34,1.77148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDGLUC01,1.27563,0.68437,1.23917,442.956,1.8611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFUKIE,2.33699,1.17709,2.33699,2163.56,1.58582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUNSAJ,1.61606,1.00381,1.52553,3475.55,1.7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOFLEX,1.89228,0.74254,1.80864,450.341,2.29794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQIS,3.48967,2.11358,3.42084,3834.99,1.53178,0.0,0.0,188.17,122.844,0.0,0.0,0.0,239.841,0.06254,0.0408284
KEHWAY01,1.94146,0.79675,1.89324,1345.59,1.78826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZHOJ,2.85496,1.11216,2.83486,4436.48,2.8692,0.0,0.0,14.0421,4.89407,0.0,0.0,0.0,11.6236,0.00262,0.000913148
FIMQOI,3.35981,1.57828,3.35716,2492.21,1.22919,0.0,0.0,130.744,106.366,0.0,0.0,0.0,105.072,0.04216,0.0342991
GOGBOT,3.25629,1.66952,3.25629,7015.61,1.10837,0.0,0.0,54.9838,49.608,0.0,0.0,0.0,109.163,0.01556,0.0140387
FUMJIJ,1.87482,1.17546,1.86924,2660.14,1.86461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQAYIL01,1.26792,0.18874,1.25608,492.533,1.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAHKAH,2.31971,1.26521,1.75896,2503.38,1.41181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQAK,3.41452,2.13593,3.2622,3830.83,1.52519,0.0,0.0,147.047,96.4125,0.0,0.0,0.0,218.434,0.05702,0.0373855
GIFKAI,2.27944,0.96245,2.02504,1335.37,1.51871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUBTUU,3.32885,1.42213,3.32282,4905.29,1.72692,0.0,0.0,67.3828,39.019,0.0,0.0,0.0,121.062,0.02468,0.0142913
GEBCAT,4.03535,3.58726,4.03535,5232.91,1.59964,1664.76,1040.71,0.0,0.0,1517.65,0.29002,0.181303,0.0,0.0,0.0
KEKXEF,1.6208,0.85753,1.56553,978.875,2.44486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODAJEI,2.59602,1.48934,2.42848,2059.6,1.87568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL13,2.24296,1.13568,1.55326,827.576,1.63909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL12,2.20623,1.05338,1.49956,813.336,1.66779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUVFUH,1.56863,0.82435,1.52158,1813.35,1.96903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL07,2.27634,1.19675,2.23846,831.468,1.63142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNATAR22,1.54933,0.70734,1.52743,1057.61,1.77243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGALAK,1.67362,0.65087,1.65915,678.888,1.8999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MABBEZ,1.23733,0.59047,1.23442,472.585,2.03997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL03,2.2655,1.1294,2.22693,830.272,1.63377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLEXIM,2.82527,1.20171,2.80626,3435.53,1.22369,0.0,0.0,14.6188,11.9465,0.0,0.0,0.0,10.3753,0.00302,0.00246794
NAYFIE,2.23358,1.21009,2.22577,5823.83,1.41356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL06,2.18306,1.04876,2.15005,810.686,1.67324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL04,2.18819,0.95616,2.16637,807.137,1.6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMSAP,2.09631,1.4857,2.09631,1718.41,1.11537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNATAR24,1.548,0.64308,1.50148,1033.91,1.81306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
